Angle Measurements
Line  Num,Avg Angle(rad)
437,2.2965917173635
438,2.98418766518907
439,2.87966611165333
440,3.03461564225544
441,2.48988152525988
442,2.77478449982305
443,1.9289872028082
444,2.00658924552694
445,2.72055326884485
446,2.77430410135771
447,2.39964538558388
448,2.81407606069657
449,2.9726220151456
450,2.75947850492273
451,2.50014866514452
452,2.55029318292972
453,2.71807120600923
454,2.81969246834127
455,2.42170826442927
456,0.285205438002339
457,3.05581393886385
458,2.52425805016816
459,2.97503486208839
460,3.00509420769726
461,2.03900097489071
462,2.77114567574972
463,2.95061860700143
464,2.28301416894229
465,1.8021351961529
466,2.92580406509369
467,2.61655620160797
468,2.81470829408714
469,1.85628404904801
470,2.79462330282635
471,2.9237187257072
472,2.90406035513243
473,2.79586686833437
474,2.63658342942191
475,1.87559935138517
476,2.70430395870166
477,2.97501248778714
478,2.76491497919752
479,2.95188680427314
480,2.98579573533615
481,2.57711694312551
482,2.98279113232959
483,2.939947710026
484,2.62356120620608
485,2.33824447731622
486,2.51344766694105
487,2.92984268994047
488,2.95041465054269
489,2.74822569404261
490,2.87067416578787
491,3.02492854979321
492,3.06334883463081
493,2.56643966887051
494,2.92397447107019
495,2.45330366701542
496,2.96944150271906
497,2.59577324848459
498,2.77462073639988
499,2.98495358890478
500,2.20189067206121
501,2.10240667232641
502,2.50680456183451
503,1.90145245461584
504,2.59057009283411
505,2.63931421018803
506,2.99362228212926
507,2.79743244810584
508,2.86497538919042
509,2.57298936142817
510,2.99765031251044
511,2.7980446255996
512,2.948172966035
513,1.52981914311703
514,2.60336361662804
515,0.541420890023413
516,2.98343586886176
517,3.06999037678241
518,2.84467821366977
519,2.90787987795051
520,2.92222805987479
521,2.47330323475921
522,2.9252751037726
523,2.96163300021295
524,2.69407451699362
525,1.95452373906119
526,1.4684414888496
527,2.39424003282333
528,2.28415763655764
529,2.35619449019235
530,1.23056248693379
531,1.80488197063124
532,2.94015272614365
533,2.84458095010802
534,2.9068967094029
535,2.20204879731921
536,2.84321085440005
537,2.8562885029732
538,2.95748755448947
539,2.8724251608041
540,2.53577675166552
541,3.02424225895216
542,2.61513594515719
543,1.96769511033151
544,1.40564764938026
545,2.43036782891263
546,0.310909071887114
547,3.09078894953159
548,1.56967194969202
549,0.909753157944212
550,1.14157696244461
551,2.90203032205994
552,2.80327681256927
553,2.46288623097437
554,2.07177784055386
555,2.82681249105284
556,2.90012891447617
557,2.72272498920705
558,2.84170847512138
559,2.7822874223355
560,2.47581855706455
561,1.63155135336058
562,2.74488399069858
563,2.89151372644232
564,2.59073352591741
565,2.9840399630516
566,2.17832287148446
567,2.3724324226242
568,2.99907239084906
569,2.8473580884786
570,2.50374786026712
571,0.285411948676569
572,2.6858971632465
573,0.341102976812098
574,2.62581839554334
575,2.53169311744947
576,2.89766507341939
577,3.00986451415605
578,2.17239682463175
579,2.56551360825974
580,2.75123949947052
581,2.90293177597552
582,1.08126453243037
583,1.72426548525341
584,2.75048957738984
585,2.89661399046293
586,0.241195793425452
587,3.12900339066315
588,2.96832728622635
589,2.11725804960618
590,2.63036194131201
591,2.5852197976716
592,0.109187999739697
593,2.72835923689287
594,2.81456425019398
595,2.9343232131877
596,2.7355088341435
597,2.57412706477626
598,2.9071429764071
599,2.90441169916563
600,2.37020242678523
601,2.82248759566701
602,0.144246761186074
603,1.45292819853117
604,1.54744600678775
605,2.02512113901516
606,2.94632776266107
607,2.88931536334401
608,2.9785246188843
609,2.91301996860085
610,2.74687659057063
611,2.95146953741358
612,2.81034756421405
613,2.91036088296601
614,0.283044099480326
615,3.03615818878768
616,2.98356162839071
617,0.643501108793284
618,2.27942259892257
619,2.40999190341604
620,2.67889602898691
621,3.01089956163828
622,2.9092384307503
623,2.74615387328272
624,3.03559557800963
625,2.88005291984302
626,2.92440504405561
627,2.24000737351443
628,2.76471333193896
629,2.49809154479648
630,2.86703348414504
631,2.98917389580987
632,2.65617451757438
633,2.97206026095913
634,2.63695579921472
635,3.11793579750291
636,2.92085467739495
637,2.47015386546613
638,2.56037507283599
639,2.90027414982656
640,0.785398163397448
641,2.33694547570395
642,2.78875011991894
643,3.00996021871957
644,2.86721070225892
645,2.95013081547907
646,2.93501705705857
647,2.16024733608215
648,2.61453836547576
649,2.79094076122226
650,2.82284790809673
651,2.93825750844232
652,2.80635142267611
653,1.44434929424709
654,2.85016351780363
655,1.37340076694501
656,2.9206495984514
657,2.14406785314848
658,0.449218033334539
659,2.36187401379535
660,3.03684844870819
661,2.84010620258657
662,2.90625529759023
663,1.8835388469145
664,2.85215713857292
665,0.474557992008374
666,3.04971101075908
667,3.04194949017348
668,2.84206585852919
669,2.70809839800873
670,2.88138592380925
671,2.92315902741343
672,0.785398163397449
673,2.47759531271387
674,2.45109054520128
675,3.03751539481698
676,3.06261416331875
677,1.81914747496007
678,1.64549653349612
679,2.9854509694059
680,2.23183949564557
681,0.15943911466155
682,2.07940731074383
683,0.999218082941433
684,0.659163471816391
685,2.92927889925082
686,3.06011347003244
687,2.87534060443887
688,0.713764549205875
689,0.481803299017207
690,2.88450004561706
691,2.96261765460899
692,3.01939748289844
693,3.03325669630091
694,2.56509498839915
695,0.321750554396652
696,3.01540111381677
697,3.03039057513289
698,1.62123893708291
699,0.272465630020864
700,2.85013585911192
701,1.84210309279467
702,0.545741172335939
703,2.81633334166262
704,2.9733858817327
705,2.54671543097644
706,2.87087322104743
707,3.06468916120162
708,2.94490842455622
709,1.14072645004566
710,2.03199488587708
711,2.53365875649027
712,2.57214548493372
713,3.05568024906422
714,2.88053129320982
715,2.73306695680826
716,2.47909433212215
717,2.29135046263915
718,1.28358627986707
719,1.19687256782671
720,2.56413328283516
721,2.95666305526401
722,2.9688017176434
723,2.4829620252937
724,3.06893764827194
725,3.02639914016686
726,3.02983849251696
727,1.71269338139906
728,1.25177096540714
729,2.67794504458899
730,1.68531612532435
731,2.94376208965433
732,2.63913509037073
733,2.92707091008904
734,3.04882664571131
735,2.81774566620575
736,2.41569970341525
737,2.96482005859448
738,2.90455140712352
739,2.72151600924774
740,2.96647627231929
741,3.05524116171796
742,2.89795708453756
743,2.80355736109769
744,2.68412420339426
745,2.57517042096429
746,0.705457748576543
747,3.06467211639071
748,0.82485136449451
749,3.03936249826554
750,2.975822841832
751,2.96065760955607
752,2.97150457611765
753,2.94324260817579
754,0.159499409231664
755,3.06068945799925
756,3.074014857697
757,2.43747717741283
758,2.7191281138754
759,0.568203210981172
760,1.53795632016591
761,2.96930392464438
762,2.9602728791883
763,0.395021693825262
764,3.03511998598571
765,3.08049759404686
766,3.09817076640757
767,2.41345250397384
768,2.17972141743565
769,0.659458802603112
770,0.249278370768319
771,3.08047262573386
772,2.79996178650109
773,3.03484652647395
774,3.05094990429322
775,0.927295218001613
776,0.683825839114913
777,2.91200253810296
778,2.12631278442718
779,2.60011085171152
780,0.920730760873002
781,2.94559178574061
782,3.10565628136908
783,2.37355385735854
784,2.95148342803386
785,1.90990624835773
786,3.09197569846938
787,3.08762365602492
788,1.379102413576
789,2.95575555845343
790,3.01461092947095
791,2.60222494741232
792,0.291719344477255
793,3.04402966316052
794,0.023578494137376
795,2.97643615630411
796,2.94419709373992
797,2.84985670643763
798,3.08358415283078
799,2.75784688662203
800,1.32861851527406
801,2.30217624136141
802,3.04555869658732
803,2.3864882501111
804,1.97629592777998
805,2.89699049646923
806,3.04164628118632
807,1.74797872211968
808,0.91223044437117
809,2.65628398000669
810,2.97653225060545
811,2.63673128193066
812,3.04822332849044
813,0.681311251786352
814,2.61639635164583
815,1.60877006517328
816,0.241613807007297
817,2.94841722818894
818,2.99722588037878
819,3.02106420728259
820,3.11608929166351
821,2.71935114106256
822,0.812987045543132
823,3.06508052083198
824,1.26996818546164
825,2.89237895706519
826,3.08609414834407
827,3.07100306377092
828,3.07817412043007
829,1.02902037536287
830,2.0433277419793
831,2.30889547199095
832,2.86759729038149
833,0.243938189045977
834,2.20383524815204
835,0.209022942806256
836,3.06696514788228
837,0.503562960161446
838,2.23123229434779
839,3.05634747298899
840,3.03256475887634
841,0.277424768589667
842,3.07917384359385
843,2.13275513901135
844,2.49014687609393
845,3.09518636648035
846,1.1224476601764
847,2.93405010763873
848,2.35619449019235
849,1.42878807459306
850,2.9500494166514
851,0.246885937809472
852,1.26162774864336
853,2.86567608939063
854,3.06214518342033
855,2.44557736962918
856,2.02234237296791
857,1.09603079788036
858,2.91469036082747
859,2.70297893736334
860,2.85310851191917
861,2.49353708717193
862,0.23053153949346
863,1.61077882225235
864,1.59053060671651
865,0.271999112314129
866,0.591053074991647
867,2.80227816421694
868,2.8645057765886
869,2.71786484617952
870,2.98876646867998
871,2.89930318497293
872,2.8943107849317
873,2.86239186773877
874,2.93473301555753
875,2.86054659636
876,2.68121052239468
877,2.84121903271194
878,2.82068668379348
879,2.42263182284587
880,2.80816835281868
881,2.81535993513924
882,2.90392120971473
883,2.54383314572101
884,2.8634595580251
885,2.80027616389011
886,2.67063046720775
887,2.86694861640835
888,2.68790580593212
889,2.87379177069811
890,2.7960640958685
891,2.7271198333789
892,2.93635631922124
893,2.78036614368921
894,2.63232042083514
895,2.38734680500991
896,2.78923459069078
897,2.8267097934001
898,1.88702811246757
899,2.90669238126758
900,2.80662429327112
901,2.55625379491548
902,2.42408674371247
903,2.7630467475907
904,2.94431649200674
905,2.74617659138754
906,2.56729741592303
907,2.02701168089294
908,2.8454944673391
909,2.76432390620465
910,2.82789572979407
911,2.77932398335484
912,2.8592236057327
913,2.71972389585247
914,2.80922500690933
915,2.56862486895941
916,2.78472413622915
917,2.93140059957331
918,2.45192683816538
919,2.78933751181705
920,2.84214322119564
921,2.74548458097366
922,2.75906420124383
923,2.77961321119759
924,2.93568574646706
925,2.57206897132334
926,2.38903558295134
927,2.52344530074117
928,2.69026513016262
929,2.93686268725206
930,2.7576301945233
931,2.84373002044429
932,2.73409232450998
933,2.78966363634736
934,2.7796755285695
935,2.77737009628469
936,2.17064782139583
937,2.59874990970319
938,2.7506867676731
939,2.72475159980594
940,2.48439377373743
941,2.28402153113361
942,3.01127278154975
943,2.62826524813545
944,2.92545424453613
945,2.46932436216584
946,1.34639685153848
947,2.89173042691735
948,2.88304611666025
949,2.79336349329267
950,3.0021903525631
951,2.89517683198124
952,2.94756875358156
953,2.79321621971142
954,3.01718586282465
955,2.9745282777651
956,2.90060151735052
957,2.92712293819149
958,2.89149982122017
959,2.79241998536882
960,0.0465501982289064
961,1.62286060333596
962,2.92728377233027
,
Gobal Avg,2.58519980383366
